Частота (Гц)	Уровень (дБ)
3757.812500	-32.563206
3765.625000	-38.527306
3773.437500	-31.367043
3781.250000	-28.876150
3789.062500	-30.012999
3796.875000	-38.474014
3804.687500	-31.286934
3812.500000	-29.492395
3820.312500	-30.917648
3828.125000	-52.816055
3835.937500	-39.945557
3843.750000	-33.258736
3851.562500	-33.300697
3859.375000	-32.425133
3867.187500	-26.740076
3875.000000	-22.564095
3882.812500	-23.906635
3890.625000	-27.351028
3898.437500	-32.307037
3906.250000	-31.263311
3914.062500	-31.823347
3921.875000	-34.938454
3929.687500	-28.191271
3937.500000	-26.888586
3945.312500	-33.759914
3953.125000	-30.506544
3960.937500	-29.632603
3968.750000	-32.479427
3976.562500	-38.786354
3984.375000	-33.909847
3992.187500	-25.963638
