Частота (Гц)	Уровень (дБ)
15.625000	-24.575472
31.250000	-23.098291
46.875000	-28.539213
62.500000	-30.442492
78.125000	-30.781559
93.750000	-28.768843
109.375000	-24.136950
125.000000	-30.531191
140.625000	-34.732292
156.250000	-29.638660
171.875000	-22.233934
187.500000	-20.980026
203.125000	-23.536287
218.750000	-26.648821
234.375000	-25.666700
250.000000	-24.764278
265.625000	-32.489582
281.250000	-24.366125
296.875000	-24.628365
312.500000	-22.786394
328.125000	-27.066181
343.750000	-41.696957
359.375000	-30.984100
375.000000	-32.657871
390.625000	-43.822456
406.250000	-29.549980
421.875000	-26.954649
437.500000	-34.764236
453.125000	-25.875233
468.750000	-22.860590
484.375000	-29.194803
500.000000	-40.098286
515.625000	-27.312160
531.250000	-29.785286
546.875000	-41.867577
562.500000	-35.059978
578.125000	-36.758606
593.750000	-27.367680
609.375000	-20.445227
625.000000	-21.948357
640.625000	-26.455605
656.250000	-31.624933
671.875000	-47.370331
687.500000	-39.237518
703.125000	-31.939444
718.750000	-27.141582
734.375000	-23.925350
750.000000	-33.171501
765.625000	-23.117027
781.250000	-23.802774
796.875000	-28.292652
812.500000	-28.281271
828.125000	-26.930798
843.750000	-32.863461
859.375000	-31.996572
875.000000	-33.777973
890.625000	-31.217892
906.250000	-31.601521
921.875000	-30.782688
937.500000	-40.228226
953.125000	-27.278843
968.750000	-26.960587
984.375000	-23.603487
1000.000000	-24.481638
1015.625000	-29.407969
1031.250000	-27.766840
1046.875000	-28.290731
1062.500000	-30.227463
1078.125000	-32.713688
1093.750000	-33.722679
1109.375000	-29.210625
1125.000000	-26.439556
1140.625000	-29.855167
1156.250000	-29.351179
1171.875000	-29.547197
1187.500000	-32.832935
1203.125000	-26.047327
1218.750000	-25.296558
1234.375000	-35.047676
1250.000000	-28.426903
1265.625000	-30.672247
1281.250000	-30.160074
1296.875000	-29.794125
1312.500000	-40.862682
1328.125000	-25.875113
1343.750000	-22.481152
1359.375000	-21.394377
1375.000000	-23.245695
1390.625000	-36.574074
1406.250000	-26.940941
1421.875000	-25.040581
1437.500000	-26.902330
1453.125000	-28.302174
1468.750000	-23.944502
1484.375000	-22.494980
1500.000000	-21.977268
1515.625000	-28.973806
1531.250000	-31.681086
1546.875000	-33.054123
1562.500000	-39.370190
1578.125000	-32.987438
1593.750000	-32.060360
1609.375000	-31.879597
1625.000000	-31.971205
1640.625000	-32.663788
1656.250000	-25.787281
1671.875000	-25.294426
1687.500000	-25.139175
1703.125000	-28.598526
