Частота (Гц)	Уровень (дБ)
31.250000	-24.125660
62.500000	-25.515593
93.750000	-25.117332
125.000000	-24.853216
156.250000	-25.142477
187.500000	-24.717962
218.750000	-24.898235
250.000000	-24.665125
281.250000	-24.280064
312.500000	-24.179399
343.750000	-24.876253
375.000000	-24.768744
406.250000	-24.842709
437.500000	-25.362160
468.750000	-24.596994
500.000000	-23.754860
531.250000	-23.512877
562.500000	-23.819048
593.750000	-25.041367
625.000000	-25.287384
656.250000	-18.890842
687.500000	-5.433149
718.750000	-6.863064
750.000000	-22.783873
781.250000	-24.340910
812.500000	-24.064747
843.750000	-24.903671
875.000000	-25.765427
906.250000	-25.224636
937.500000	-24.940758
968.750000	-24.708158
1000.000000	-24.233828
1031.250000	-25.282942
1062.500000	-25.325499
1093.750000	-24.053421
1125.000000	-24.060719
1156.250000	-25.288229
1187.500000	-25.314293
1218.750000	-24.575560
1250.000000	-24.477722
1281.250000	-24.782036
1312.500000	-24.384336
1343.750000	-24.516935
1375.000000	-24.589384
1406.250000	-24.039268
1437.500000	-24.416183
1468.750000	-24.904324
1500.000000	-25.291901
1531.250000	-24.535788
1562.500000	-24.530634
1593.750000	-24.122066
1625.000000	-24.125076
1656.250000	-24.385345
1687.500000	-24.482727
1718.750000	-25.880182
1750.000000	-24.985327
1781.250000	-24.942640
1812.500000	-24.496119
1843.750000	-24.204826
1875.000000	-23.779432
1906.250000	-23.871311
1937.500000	-24.925640
1968.750000	-25.058687
2000.000000	-25.113394
2031.250000	-24.775805
2062.500000	-24.659201
2093.750000	-24.778091
2125.000000	-24.463303
2156.250000	-25.708464
2187.500000	-25.131571
2218.750000	-24.301052
2250.000000	-24.267447
2281.250000	-24.022535
2312.500000	-23.356705
2343.750000	-23.331358
2375.000000	-23.024441
2406.250000	-24.220869
2437.500000	-25.268246
2468.750000	-26.196507
2500.000000	-25.158468
2531.250000	-24.693729
2562.500000	-24.601782
2593.750000	-24.338207
2625.000000	-24.168240
2656.250000	-24.282761
2687.500000	-23.969431
2718.750000	-24.762884
2750.000000	-24.546404
2781.250000	-24.464758
2812.500000	-24.923203
2843.750000	-24.873102
2875.000000	-24.819134
2906.250000	-25.150396
2937.500000	-24.806990
2968.750000	-25.358143
3000.000000	-25.959545
3031.250000	-24.513342
3062.500000	-24.787428
3093.750000	-25.290270
3125.000000	-24.790609
3156.250000	-24.561707
3187.500000	-23.997208
3218.750000	-24.124525
3250.000000	-23.599014
3281.250000	-23.635708
3312.500000	-23.751816
3343.750000	-24.863802
3375.000000	-24.092768
3406.250000	-24.975752
3437.500000	-24.816475
3468.750000	-24.544001
3500.000000	-24.506113
3531.250000	-25.150877
3562.500000	-25.217503
3593.750000	-25.184645
3625.000000	-25.008047
3656.250000	-25.199780
3687.500000	-25.676847
3718.750000	-24.883406
3750.000000	-24.426863
3781.250000	-23.921955
3812.500000	-24.774246
3843.750000	-24.062437
3875.000000	-24.014509
3906.250000	-24.494129
3937.500000	-24.500500
3968.750000	-24.994967
